chunk_id,decision,reviewed_by,review_comment,rejection_reason
WHO_GROUP_PM_PLUS_2020_cd42e673_00489_93cdc7999f8c,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00490_0733a5b85a0f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00491_982aba2f5fe7,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00492_b9d328d3620b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00493_2c7f6e6fc402,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00494_cf74faa361bb,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00495_128f27b6ba49,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00496_c48a4e2c577a,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00497_5bc45e07637b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00498_ec51ba0943f3,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00499_ad1521562a55,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00500_f06250acd995,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00501_8c16045d9ba3,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00502_a6e6832b3201,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00503_7f4ebb9bdbd0,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00504_161faa818f9a,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00505_83212e565ebb,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00506_512827c2312f,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00507_4e4691b8f4f7,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00508_55c5c499c10b,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_GROUP_PM_PLUS_2020_cd42e673_00509_e563164ddc31,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00510_c7c49b539736,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00511_5e1e9003d28e,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00512_a97dd84926a4,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00513_e17ebb0bbd41,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00514_bc73f66d1a98,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00515_1a553d70638c,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00516_42710187fb32,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00517_78af58ae4bd1,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00518_53fa86303f37,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00519_fe07973dde20,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00520_8508c1e730c7,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00521_01f34835bdfd,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00522_15ff0afc0f30,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00523_0490268c9b8e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00524_c103bff1d4e8,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00525_591bd0cc05f0,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00526_e0e40bca73a7,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00527_967f930dee80,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00528_c8fd69f8dafd,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00529_04016b623ffc,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00530_6aaeca96fe6f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00531_ddb75f214c70,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00532_ba0ec640ee21,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_cd42e673_00533_f6ff214ec1da,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_cd42e673_00534_8e9784c71e21,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_8cac857a_00000_d19f1750a6d1,rejected,ChatGPT-assisted review,,团体干预实施、带领或评估流程，不是面向普通用户的直接支持内容
WHO_GROUP_PM_PLUS_2020_8cac857a_00001_e1ca02d27069,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_GROUP_PM_PLUS_2020_8cac857a_00002_c34df00637b4,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_PM_PLUS_2018_e3800efe_00000_bcdb3da6f374,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_PM_PLUS_2018_e3800efe_00001_602a9fbe8d9a,rejected,ChatGPT-assisted review,,资料/干预项目介绍或实施信息，不是可直接用于陪伴聊天的独立建议
WHO_PM_PLUS_2018_e3800efe_00002_cfbab65b5ab5,rejected,ChatGPT-assisted review,,资料/干预项目介绍或实施信息，不是可直接用于陪伴聊天的独立建议
WHO_PM_PLUS_2018_e3800efe_00003_c531157f429f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_PM_PLUS_2018_e3800efe_00004_a06e99333c11,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_PM_PLUS_2018_e3800efe_00005_e68402137c1b,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_PM_PLUS_2018_e3800efe_00006_1664508b9e51,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_SELFHELP_2026_e03b60f5_00000_ba88288cb70c,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00001_d20ecd058df1,rejected,ChatGPT-assisted review,,版权/联系方式/网页元数据等非知识正文
WHO_SELFHELP_2026_e03b60f5_00002_704c81480bda,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00003_06b7ce733f9e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00004_50d477e225cf,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00005_c7a29c418d5e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00006_42a264e4263d,rejected,ChatGPT-assisted review,,作者/致谢/资料制作信息，不是心理知识正文
WHO_SELFHELP_2026_e03b60f5_00007_785b1b8c7e3c,rejected,ChatGPT-assisted review,,目录、页码或章节索引碎片，不适合作为聊天引用
WHO_SELFHELP_2026_e03b60f5_00008_0095b242da74,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00009_eb3f82f51fe7,pending,ChatGPT-assisted review,涉及自伤/自杀内容，虽来源可靠仍需安全专项复核后才能进入正式引用,
WHO_SELFHELP_2026_e03b60f5_00010_fb16ede2f842,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00011_10a1bfcb6c40,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00012_2e6096ad5c21,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00013_1462cf65c075,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00014_e6353b262592,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00015_cc2f72667b78,rejected,ChatGPT-assisted review,,作者/致谢/资料制作信息，不是心理知识正文
WHO_SELFHELP_2026_e03b60f5_00016_41fa90c14a37,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00017_44ca7f1b75bd,rejected,ChatGPT-assisted review,,作者/致谢/资料制作信息，不是心理知识正文
WHO_SELFHELP_2026_e03b60f5_00018_944911df9549,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00019_ae21060fd273,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00020_d7cdf189b690,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00021_6afff1752aa9,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00022_47534dc8c885,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00023_0bc82bdc44de,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00024_daecf1196ac8,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00025_5b0cab6d3a79,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00026_5852da1da693,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00027_c1dfbc1362bd,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00028_81191a4d7bc3,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00029_4aa92bb5fde1,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00030_f33ca3b03c6e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00031_2b1bcaeb1da3,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00032_89c427d72522,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00033_2b7878a76dd4,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00034_93a0cbf13785,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00035_d538cabf976d,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00036_a0e5b557e3fb,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00037_b741cc9ec758,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00038_5c93fd3a0a5c,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00039_362d85bb6143,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00040_95bd1c7025c4,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00041_660f525f73b6,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00042_135e0bbb5910,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00043_e698e06c1691,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00044_9266c53ed084,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00045_d38a135baecc,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00046_baddd96825bc,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00047_394cbec5eca4,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00048_ed3417ee32a3,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00049_e041acd22206,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00050_4c38b02be4a8,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00051_730d9383f057,pending,ChatGPT-assisted review,涉及自伤/自杀内容，虽来源可靠仍需安全专项复核后才能进入正式引用,
WHO_SELFHELP_2026_e03b60f5_00052_2a4edb6c692c,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00053_602dffd88094,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00054_6486a2e7ee92,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00055_f00991b2080f,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00056_e0dc3833bf66,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00057_1d252f9e17b7,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00058_3e43bf3ba57a,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00059_4d16c7abcd43,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00060_5a40334eebeb,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00061_4f82ed24dce8,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00062_5cd035cfa4a5,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00063_3e290f6c5621,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00064_cf5b436a3be6,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
WHO_SELFHELP_2026_e03b60f5_00065_d0fe8665f036,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00066_ceb3424ec6ee,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00067_7896eefec16c,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00068_b60ee3c509ed,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00069_2d76e1d80df0,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00070_7e795119b44b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00071_987c7129f8d9,pending,ChatGPT-assisted review,涉及自伤/自杀内容，虽来源可靠仍需安全专项复核后才能进入正式引用,
WHO_SELFHELP_2026_e03b60f5_00072_7470035e87c8,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00073_fc45070da8dc,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00074_7cf57225b7a9,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00075_87cb69e6de8f,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00076_f6d45912d5f1,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00077_8436d09f4bc2,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00078_6c143168c237,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00079_ad544d0893bb,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00080_382a4ff3ac42,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00081_cdf7ef4aed80,pending,ChatGPT-assisted review,涉及自伤/自杀内容，虽来源可靠仍需安全专项复核后才能进入正式引用,
WHO_SELFHELP_2026_e03b60f5_00082_ebd44128632d,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00083_cc7954068ece,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00084_acb8b6b4b8e4,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00085_79e669a5be03,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00086_e583f9392f49,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00087_4676b4b4570e,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00088_5753a492c474,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00089_1181b37bcf01,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00090_ab9446e02a07,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00091_a6923549e6c6,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00092_fe0363f23176,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00093_d77385eac981,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
WHO_SELFHELP_2026_e03b60f5_00094_a076ddbbbf52,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00095_9f7874f011c0,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00096_12a8a9431614,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00097_874401140963,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00098_2982d35b225b,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00099_25b758cb37d8,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00100_aea7a32931b6,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00101_22fc5429141d,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
WHO_SELFHELP_2026_e03b60f5_00102_b8237178a0a1,rejected,ChatGPT-assisted review,,自助项目实施、助人者培训或服务流程，不是面向普通用户的直接支持内容
